school,sex,age,address,famsize,Pstatus,Medu,Fedu,MisTeacher,MisHealth,MisServices,MisAtHome,MisOther,FisTeacher,FisHealth,FisServices,FisAtHome,FisOther,reasonisHome,reasonisRep,reasonisCourse,reasonisOther,GuardianIsMother,GuardianIsFather,GuardianIsOther,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,score
1,0,0.142857143,1,1,1,0.5,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,1,0,0,1,1,1,1,0,0.5,0,0.25,0,0,1,0.375,C
1,1,0,1,0,1,1,0.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.5,1,0.25,0,0,0.5,0.3125,A
1,1,0,0,1,1,0.5,0.25,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,1,1,1,1,1,0.75,0.25,0,0,1,0.125,C
1,1,0.142857143,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.333333333,0,0,1,0,1,1,1,1,0,1,0.75,0.75,0,0.25,1,0.1875,B
1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.333333333,0.333333333,0,0,1,0,1,1,1,0,0,0.75,0.75,0.5,0,0,0.25,0.125,A
1,1,0.142857143,1,1,1,0.75,0.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.333333333,0,0,0,0,0,1,1,1,1,0,1,0.75,0.25,0,0,1,0.1875,B
1,1,0.285714286,0,1,1,0.25,0.75,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.666666667,0.333333333,0.333333333,0,1,0,1,1,1,1,0,1,0.25,0.75,0,0.75,1,0.4375,C
1,1,0,1,1,1,0.75,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.5,0.75,0.5,0,0.25,0.75,0.0625,B
1,0,0,1,1,1,0.25,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,1,1,0,0.5,0.25,0.5,0,0.25,0,0,B
1,1,0,1,1,1,0.5,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0.75,0,0.25,1,0.1875,B
1,0,0.142857143,1,0,1,0.5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0,0,1,0,1,1,1,1,1,0.75,0.25,0.25,0,0.25,1,0.0625,B
1,1,0.142857143,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0.5,0.75,0.75,0,0.75,1,0.125,B
1,0,0.142857143,1,1,1,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,1,1,1,1,0.75,0.75,0,0,1,0,C
1,1,0,1,1,1,0.75,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0.5,0.25,1,0.0625,C
1,0,0,1,0,0,0.75,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,0,1,1,1,1,1,1,0.5,0.25,0,0,0,0,C
1,0,0.571428571,1,1,1,0,0.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.333333333,0.666666667,0,1,0,0,0,0,0,0,0.5,0.75,0.25,0,0,1,0,C
1,1,0.142857143,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.5,1,1,0.25,1,0.75,0.25,B
1,1,0.142857143,1,1,1,0.5,0.75,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.333333333,0.666666667,0,0,1,0,0,0,1,1,1,0.5,0.25,0.5,0.25,0.25,0,0.125,B
1,0,0,0,1,1,0.75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.333333333,0.666666667,0,0,1,0,0,1,1,1,1,0.75,0.25,0.25,0.25,0.25,1,0,B
1,0,0.428571429,1,1,1,0.5,0.25,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333,1,0,1,0,1,1,0,1,1,1,0.75,1,0,0.5,1,0.3125,C
1,0,0.285714286,1,0,0,0.5,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.666666667,0,0,0,1,0,0,1,1,1,0,0.5,0.25,0.25,0,0.25,1,0.25,C
1,0,0,1,1,1,0.25,0.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.666666667,0,0,0,1,0,1,0,1,1,1,0.75,0.5,0.5,0,0.25,0.75,0.1875,B
1,0,0.285714286,1,0,1,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0.5,0.75,0.75,0,0.5,1,0.0625,B
1,0,0.142857143,1,1,0,0.75,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.5,0.25,0,0,0.75,1,0.375,B
1,1,0.142857143,1,1,1,0.5,0.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.5,0.25,0,0,0,0.25,0.125,C
1,0,0.142857143,1,1,0,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,1,0,0,1,0.5,0.75,0,0,1,0.375,C
1,1,0,0,1,1,0.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.333333333,0,0,1,0,0,1,1,0,1,1,0.5,0.5,0,0,1,0.0625,C
1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,1,0,1,1,1,1,1,0.75,0.5,0.5,0,0,1,0.125,B
1,1,0.285714286,0,1,1,0.75,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,1,1,0,0,1,0.75,1,0.25,0.75,1,0.0625,C
1,0,0.142857143,0,1,1,0.25,0.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.333333333,0,0,1,0,0,1,1,0,0,1,0,0.5,0,0,0.5,0,B
1,1,0.428571429,1,0,1,0.75,0.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333333333,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.75,0.75,1,0.75,0.0625,B
1,0,0.428571429,1,1,0,0.75,0.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.666666667,0,0,1,0,1,0,1,1,1,0.75,0.5,0.5,1,0,1,0.3125,C
1,0,0.142857143,0,1,1,0.25,0.25,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0,0.25,0,0.25,C
1,0,0.142857143,1,1,0,0.75,0.75,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.333333333,0,0,0,1,0,1,0,1,1,1,0.75,0.5,0.25,0,0,1,0.125,C
1,1,0.142857143,1,0,1,0.25,0.25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,1,1,0,1,0.75,0.75,0.75,0,0.5,1,0,C
1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.333333333,0,0,0,0,0,1,1,1,1,0,0.75,0.5,0.25,0,0,1,0.1875,B
1,0,0,0,1,1,0.25,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0.0625,C
1,1,0,1,1,1,1,0.75,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.333333333,1,0,1,1,0,0,1,1,1,0,0.25,0.25,0.25,0,0,0.5,0.1875,C
1,0,0,1,1,0,0.75,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,1,0,1,0,0.5,0.25,0.25,0.5,0,0.75,C
1,1,0.142857143,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,1,0,1,1,1,1,0,1,0.5,0.5,0,0.5,1,0,B
1,1,0.142857143,1,0,1,0.5,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.333333333,0,0,0,1,0,1,1,1,1,0,0.25,0.5,0.5,0.25,0.25,0.25,0.125,C
1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,1,0,1,1,1,1,0,0.75,0.25,0.25,0,0,1,0.0625,B
1,0,0.142857143,1,0,1,0.25,0.25,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.5,0.75,0.75,0.5,0.5,0,0.125,C
1,1,0.285714286,1,1,1,0.5,0.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0.75,1,0,0.25,1,0.6875,D
1,0,0,1,1,1,0.25,0.25,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.333333333,0,0,1,0,0,1,1,1,0,0.75,0.75,0.25,0,0.25,1,0,B
1,0,0,1,0,0,0.5,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0,1,1,0,1,1,0.75,0.75,0.25,0,0,1,0,C
1,0,0,1,1,1,0.75,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333333,0.333333333,0,1,0,0,1,1,1,0,0.5,0.5,0.25,0,0,0.5,0.0625,C
1,0,0,1,1,1,0.25,0.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,1,1,0,0.75,0.5,0.25,0,0,1,0.1875,B
1,0,0,1,1,1,0.25,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,1,0,1,0.25,0.5,0.75,0.25,0.75,0,0.1875,C
1,1,0.142857143,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.5,0.5,0.25,0.25,0,1,0.5,C
1,1,0,1,0,0,0.5,0.25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.75,1,1,0.25,1,1,0,C
1,1,0.428571429,1,0,1,0.25,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0,0,1,0,1,1,0.25,0.5,1,0.25,1,0.75,0,F
1,1,0.142857143,1,0,1,0.5,0.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0,1,1,1,0,1,0.75,0.75,0.75,0.5,1,1,0.1875,C
1,0,0,0,1,1,0.75,0.75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.333333333,0.666666667,0,0,1,1,1,1,1,1,1,0.75,0.25,0,0.25,0.5,0.5,0.0625,B
1,1,0.571428571,1,1,1,0.75,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.75,1,0.75,0,0,0.75,0.1875,C
1,0,0.285714286,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0.75,0.25,0,0,0,0.75,0,B
1,1,0,0,1,1,0.5,0.75,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.333333333,0,1,0,1,1,1,1,0,0,0.75,0.75,0.75,0,0,0,0,C
1,1,0.285714286,0,0,1,0.25,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.25,0.25,0.25,0.5,0.5,1,0.4375,C
1,0,0.428571429,0,1,1,0.25,0.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.666666667,0,1,0,1,0,1,0,1,0,0,1,0.25,1,0,1,0.75,0.1875,C
1,1,0.142857143,0,1,1,0.5,0.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,1,0,0,0.75,0.25,0.25,0,0.25,0.5,0.125,C
1,1,0.142857143,1,1,1,0.75,0.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.333333333,0.333333333,0,1,0,0,1,1,1,1,0.75,1,1,0.75,0.75,1,0,F
1,1,0.142857143,1,0,1,0.25,0.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0,0,1,1,0,0.75,0.75,1,0.5,1,1,0,C
1,1,0.285714286,0,0,1,0.5,0.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.333333333,0,0.333333333,0,0,1,1,1,0,1,1,0.5,0.5,0.25,0.25,0.25,1,0.25,C
1,1,0.285714286,0,1,1,0.75,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.333333333,0.333333333,0.666666667,1,1,0,0,1,1,1,1,0.75,0.75,0.75,0,0.75,0.5,0.125,C
1,1,0,1,0,1,0.25,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.333333333,0,0,0,0,0,1,1,1,0,0,0.75,0.75,0.75,0.25,0.75,1,0.0625,C
1,1,0.142857143,1,1,1,0.25,0.75,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.333333333,0,0,0,0,1,0,1,0,1,0.5,0.5,0,0.75,0.25,0.0625,C
1,1,0.285714286,0,0,1,0.25,0.25,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.333333333,0,0,0,0,1,1,0,0,1,1,0.5,1,0,1,1,0,C
1,1,0.285714286,1,1,1,0.75,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333333333,0,1,0,1,0,1,0,0,0,0,0.75,1,0.25,0,0,0.25,0.3125,C
1,1,0.142857143,1,1,1,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.333333333,0,0,0,0,0,1,0,1,0,0.75,0.5,1,0.25,0.75,0.75,0,C
1,0,0.142857143,1,1,1,1,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,1,1,1,1,0.75,0.25,0.5,0,0,0.5,0,A
1,0,0.142857143,1,1,1,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0.75,0,B
1,0,0.142857143,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,1,1,1,1,0.75,0.75,0.25,0,0,0.5,0,A
1,1,0.142857143,1,1,1,0.75,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.666666667,0,0.333333333,0,1,0,1,0,1,1,0,0.5,0.75,1,0.25,0.75,0.25,0.125,C
1,1,0.142857143,1,1,1,0.25,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333333333,0.333333333,0,0,1,0,1,1,1,1,1,0.75,0.5,0.25,0,0,0.5,0,A
1,1,0.285714286,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333,0,0,1,0,1,1,1,1,0,0.75,0.75,0.75,0,0.5,1,0,C
1,0,0.142857143,1,1,1,0.25,0.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,1,1,1,0.75,0.5,1,0,0,0.5,0,B
1,0,0.142857143,1,0,1,0.75,0.75,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333333333,0.333333333,0,0,1,0,1,1,1,1,0,0.75,0.75,1,0,0,0.75,0,B
1,1,0.285714286,1,0,1,1,0.75,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,1,1,1,1,0,0.75,0.75,0.75,0.75,0.75,0.75,0,C
1,0,0.142857143,1,1,1,0.5,0.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,1,0,1,1,0,0.5,0.75,0.75,0,0.75,1,0,B
1,1,0.285714286,1,1,1,0.75,0.75,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.333333333,0,0,0,0,1,0,1,1,0,0.75,0.5,0.75,0,0.75,0.75,0.125,C
1,1,0.142857143,0,1,1,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.75,0.5,0.5,0.5,0.75,0.5,0.25,C
1,1,0.285714286,1,1,1,1,0.75,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333,0,0,1,1,1,1,1,1,1,1,0.25,0.5,0,0,0.25,0.125,B
1,1,0.142857143,1,1,1,1,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,1,1,1,1,1,1,0,0.5,0.75,0.5,0.25,0.5,0.5,0.125,C
1,1,0.142857143,1,1,1,0.75,0.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,1,1,1,1,0.75,0.25,0.5,0,0.25,0.5,0,B
1,0,0.285714286,1,1,1,0.5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.333333333,0,0,1,0,1,1,1,0,0,1,0.75,0.25,0.25,0.5,1,0,A
1,0,0.285714286,1,0,1,0.75,0.75,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333,0,0,1,0,1,1,1,1,1,1,0.5,0.5,0.25,0.5,0,1,B
1,0,0.142857143,1,1,1,0.75,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,1,1,1,0,0,0.25,0.25,0,0.25,0,0.25,A
1,1,0.285714286,1,1,1,0.75,0.75,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.333333333,0,0,1,0,1,1,1,1,1,0.75,0.5,0.75,0.25,0.5,0.75,0.1875,B
1,1,0.142857143,1,1,1,0.25,0.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.5,0.5,0.5,0,0.25,0.5,0,C
1,1,0.142857143,1,0,1,0.5,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0,0,1,1,1,1,1,0.75,0.25,0.5,0,0.25,1,0,A
1,0,0.285714286,1,1,0,0.75,0.75,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,1,1,1,0.5,0.5,0.5,0,0.5,0.5,0.3125,B
1,1,0.285714286,0,1,1,0.25,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,1,0,0,0.5,0,0.5,0,1,0.5,0.1875,C
1,0,0.142857143,1,1,1,0.5,0.75,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,1,1,1,0,0.75,0.5,0.5,0,0,0.25,0.1875,B
1,0,0.285714286,1,1,1,0.25,0.25,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0,0,1,1,1,1,0,1,0.5,0.5,0,0,0.5,0,B
1,1,0.285714286,1,1,1,0.25,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.333333333,0.333333333,0,0,0,0,1,0,1,1,0,0.75,0.75,0.75,0.75,1,1,0.5,B
1,1,0.142857143,0,1,1,0.75,0.75,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0.75,0.5,0.25,0.5,0.75,1,0,C
1,1,0.142857143,1,1,1,0.5,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.333333333,0,0,0,0,0,0,1,1,1,0,1,0.5,0.5,0,0,0.5,0,B
1,0,0.285714286,1,0,1,0.5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.333333333,0,0,0,0,1,1,1,1,1,0.75,0.5,0.25,0,0,1,0.25,A
1,1,0.285714286,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.25,0.5,0,0.25,1,0.125,B
1,1,0.142857143,0,0,1,0.75,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.666666667,0,0,0,1,0,1,1,1,1,0,0.5,0.5,0.75,0.5,1,0.5,0.5,B
1,0,0.285714286,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,1,0,0,1,1,1,0,0.75,0.25,0.75,0.25,0.5,0.25,0.9375,A
1,0,0.142857143,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,1,1,1,0,0.75,1,0.25,0,0.25,0.5,0,C
1,0,0.142857143,1,1,1,1,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,1,0,1,1,1,1,0,0.75,0.5,1,0,1,0.25,0.0625,B
1,0,0.142857143,1,1,1,0.5,0.75,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333,0,1,1,0,1,1,1,0,0,0.75,0.75,0.5,0,0.5,0.75,0.125,B
1,0,0.285714286,1,1,1,0.25,0.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,1,0,0,0.75,0.75,0.75,0,0.5,0,0,B
1,0,0.285714286,0,1,1,0.5,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0.5,0.25,0,0.25,0.5,0.65625,B
1,0,0.142857143,0,1,1,0.5,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.333333333,1,0,0,1,0,1,0,1,1,0,1,0.5,1,0,0,1,0.1875,B
1,0,0.285714286,1,1,1,0.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,1,1,0,1,1,1,1,0.75,0.75,0.5,0.5,0.75,1,0.4375,C
1,0,0.142857143,1,1,0,0.75,0.25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.333333333,0,0,1,0,0,1,1,1,0,0.25,0.5,0.5,0.25,0.25,0.75,0.0625,B
1,0,0.142857143,1,1,1,1,0.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.333333333,0,0,0,0,1,1,1,1,1,0,0.5,0.25,0,0,0,0.125,B
